Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:12:52,000","00:12:54,000",طالما فيه تحسن في الأداء,طالما فيه تحسن في الأداء,As long as it improves performance,optimism,mild
"00:12:54,000","00:12:54,000",وـ,وـ,And,neutral,neutral
"00:12:54,000","00:12:55,000",You're nicer يبقى خلص,You're nicer يبقى خلص,You're nicer remains a conclusion,approval,mild
"00:12:55,000","00:12:56,000",طيب سارة,طيب سارة,Ok Sarah,neutral,neutral
"00:12:56,000","00:12:57,000",إيش رأيك بالـ,إيش رأيك بالـ,What do you think about,curiosity,mild
"00:12:57,000","00:12:57,000",long distance,long distance,long distance,neutral,neutral
"00:12:57,000","00:12:58,000",بما أنه أنا يعني,بما أنه أنا يعني,Since I mean,neutral,neutral
"00:12:58,000","00:12:59,000",ساكن بالأردن,ساكن بالأردن,In Jordan,neutral,neutral
"00:12:59,000","00:13:00,000",تساكن بمصر,تساكن بمصر,She lives in Egypt,neutral,neutral
"00:13:00,000","00:13:01,000",فبحس الموضوع شوي,فبحس الموضوع شوي,فبحس الموضوع شوي,confusion,mild
"00:13:01,000","00:13:02,000",أنا بالنسبة إلي,أنا بالنسبة إلي,I am for me,neutral,neutral
"00:13:02,000","00:13:03,000",هيكون صعب علي شوي,هيكون صعب علي شوي,هيكون صعب علي شوي,nervousness,moderate
"00:13:03,000","00:13:03,000",فإيش رأيك إنت فيه؟,فإيش رأيك إنت فيه؟,What do you think about it?,curiosity,mild
"00:13:03,000","00:13:05,000",وأنا كمان هيكون صعب جدا,وأنا كمان هيكون صعب جدا,I will also be very difficult,nervousness,moderate
"00:13:05,000","00:13:06,000",أنا بشتاق قوي,أنا بشتاق قوي,I miss you strong,sadness,intense
"00:13:06,000","00:13:07,000",فيه حاجات كتير قوي,فيه حاجات كتير قوي,فيه حاجات كتير قوي,neutral,neutral
"00:13:07,000","00:13:08,000",ممكن تتحل يعني,ممكن تتحل يعني,Can you solve,curiosity,mild
"00:13:08,000","00:13:09,000",وأجازات بقى وكده,وأجازات بقى وكده,وأجازات بقى وكده,neutral,neutral
"00:13:09,000","00:13:10,000",Not enough,Not enough,Not enough,disappointment,moderate
"00:13:10,000","00:13:12,000",يعني نكون مع بعض أكتر,يعني نكون مع بعض أكتر,"I mean, we are with some more",neutral,neutral
"00:13:12,000","00:13:13,000",ممكن تسافر إلى الأردن؟,ممكن تسافر إلى الأردن؟,Can you travel to Jordan?,curiosity,mild
"00:13:13,000","00:13:14,000",كزيارة,كزيارة,As a visit,neutral,neutral
"00:13:14,000","00:13:15,000",لو,لو,if,neutral,neutral
"00:13:15,000","00:13:16,000",ما أكذبش عليك بصراحة يحسونا,ما أكذبش عليك بصراحة يحسونا,"I do not lie to you, frankly, you feel us",confusion,mild
"00:13:16,000","00:13:17,000",آه؟,آه؟,Oh?,surprise,mild
"00:13:17,000","00:13:18,000",كزيارة,كزيارة,As a visit,neutral,neutral
"00:13:18,000","00:13:19,000",بس ما أقدرش أعيش بره مصر,بس ما أقدرش أعيش بره مصر,But I can't live in Egypt,disappointment,moderate
"00:13:19,000","00:13:19,000",By the way,By the way,By the way,neutral,neutral
"00:13:19,000","00:13:21,000",الأردن حلوة جدا,الأردن حلوة جدا,Jordan is very sweet,admiration,mild
"00:13:21,000","00:13:21,000",أكيد,أكيد,Of course,neutral,neutral
"00:13:21,000","00:13:22,000",بس تأذرها,بس تأذرها,Very stagnation,disapproval,moderate
"00:13:22,000","00:13:23,000",لكن أعيش بره مصر,لكن أعيش بره مصر,But I live in Egypt,neutral,neutral
"00:13:23,000","00:13:24,000",صعب,صعب,difficult,neutral,neutral
"00:13:24,000","00:13:25,000",بس شوفي الموضوع هذا,بس شوفي الموضوع هذا,But see this topic,neutral,neutral
"00:13:25,000","00:13:26,000",يعني بسيط,يعني بسيط,"I mean, simple",neutral,neutral
"00:13:26,000","00:13:27,000",هنلاجي له حل بالآخر يعني,هنلاجي له حل بالآخر يعني,"We have a solution to the other, I mean",optimism,mild
"00:13:27,000","00:13:28,000",ممكن,ممكن,maybe,neutral,neutral
"00:13:28,000","00:13:29,000",أمور سهلة,أمور سهلة,Easy things,optimism,mild
"00:13:29,000","00:13:29,000",كده كده,كده كده,That's like that,neutral,neutral
"00:13:29,000","00:13:30,000",كده كده,كده كده,That's like that,neutral,neutral
"00:13:30,000","00:13:31,000",كده كده هنلاجي له حل,كده كده هنلاجي له حل,كده كده هنلاجي له حل,optimism,mild
"00:13:31,000","00:13:31,000",كده كده,كده كده,That's like that,neutral,neutral
"00:13:31,000","00:13:32,000",أيوة,أيوة,yeah,neutral,neutral
"00:13:34,000","00:13:35,000",بالله,بالله,God,admiration,mild
"00:13:36,000","00:13:36,000",ريتس,ريتس,Ritz,neutral,neutral
"00:13:37,000","00:13:38,000",أطيفين,أطيفين,Imjayer,neutral,neutral
"00:13:38,000","00:13:39,000",على فكرة أنا,على فكرة أنا,By the way I am,neutral,neutral
"00:13:39,000","00:13:40,000",موجبة,موجبة,Positive,optimism,mild
"00:13:40,000","00:13:41,000",ما أتوقع أكثر مني صراحة,ما أتوقع أكثر مني صراحة,I do not expect more than me explicitly,disappointment,mild
"00:13:41,000","00:13:42,000",يا سلام,يا سلام,Oh peace,admiration,mild
"00:13:42,000","00:13:43,000",آه,آه,Oh,neutral,neutral
"00:13:43,000","00:13:44,000",أنا داي صغيرة فمش عارفة,أنا داي صغيرة فمش عارفة,"I am young, so I don’t know",confusion,mild
"00:13:44,000","00:13:45,000",أعبر أكتر من كده,أعبر أكتر من كده,I cross more than that,pride,mild
"00:13:45,000","00:13:47,000",أنا بالنسبة لي موضوع الريتس عندي مهم,أنا بالنسبة لي موضوع الريتس عندي مهم,"For me, I am important",pride,moderate
"00:13:47,000","00:13:48,000",فاليوم,فاليوم,Today,neutral,neutral
"00:13:48,000","00:13:49,000",أعطيت زيادة,أعطيت زيادة,I was given an increase,joy,moderate
"00:13:49,000","00:13:50,000",وأنا كمان,وأنا كمان,Me too,neutral,neutral
"00:13:50,000","00:13:51,000",بوردة ولا من غير وردة؟,بوردة ولا من غير وردة؟,Burda or without a rose?,curiosity,mild
"00:13:51,000","00:13:53,000",الوردة موجودة على الطاولة يعني,الوردة موجودة على الطاولة يعني,"The rose is on the table, meaning",neutral,neutral
"00:13:53,000","00:13:53,000",مش عارف كده,مش عارف كده,مش عارف كده,confusion,mild
"00:13:53,000","00:13:54,000",ممكن حسب أو لا,ممكن حسب أو لا,Possible by or not,confusion,mild
"00:13:54,000","00:13:57,000",أصلا زيادة أعطيتها على الترابيزة فقلت يعني,أصلا زيادة أعطيتها على الترابيزة فقلت يعني,"Originally, I gave it to the table, so I said, I mean",neutral,neutral
"00:13:57,000","00:13:58,000",هاي منك فمش حشيلها,هاي منك فمش حشيلها,"Hi from you, not to be stuffed",disapproval,mild
"00:13:58,000","00:13:59,000",عرفتين؟,عرفتين؟,Two customs?,curiosity,mild
"00:13:59,000","00:14:00,000",أنا زلمة باهتم في التفاصيل جدا,أنا زلمة باهتم في التفاصيل جدا,I am very careful in the details,pride,moderate
"00:14:00,000","00:14:01,000",خطير,خطير,dangerous,fear,mild
"00:14:01,000","00:14:01,000",حضرية,حضرية,Urbanization,neutral,neutral
"00:14:01,000","00:14:02,000",حضرنا آخر الحلقة,حضرنا آخر الحلقة,We attended the last episode,neutral,neutral
"00:14:06,000","00:14:07,000",طيب سارة,طيب سارة,Ok Sarah,neutral,neutral
"00:14:07,000","00:14:09,000",بتتوقع شكلي,بتتوقع شكلي,Form,neutral,neutral
"00:14:09,000","00:14:10,000",كيف رح يكون؟,كيف رح يكون؟,How will it be?,curiosity,mild
"00:14:10,000","00:14:11,000",بجد ما عرفش خالص,بجد ما عرفش خالص,"Seriously, I don't know",confusion,moderate
"00:14:11,000","00:14:12,000",آه؟,آه؟,Oh?,curiosity,mild
"00:14:12,000","00:14:13,000",بس حس شعرك بني,بس حس شعرك بني,But your hair is brown,neutral,neutral
"00:14:13,000","00:14:13,000",بني؟,بني؟,brown?,curiosity,mild
"00:14:13,000","00:14:14,000",آه,آه,Oh,neutral,neutral
"00:14:14,000","00:14:14,000",جريب,جريب,Getbon,neutral,neutral
"00:14:14,000","00:14:16,000",طيب وإنت تفتكر شكلي عامل إزاي؟,طيب وإنت تفتكر شكلي عامل إزاي؟,"Ok, and you think about my shape, how?",curiosity,moderate
"00:14:16,000","00:14:18,000",أنا صراحة متوقعك حلوة,أنا صراحة متوقعك حلوة,I am frankly expected sweet,pride,mild
"00:14:18,000","00:14:18,000",عندك حق,عندك حق,You have a right,approval,mild
"00:14:18,000","00:14:20,000",شعرك لونه أسود ممكن,شعرك لونه أسود ممكن,Your hair is black possible,curiosity,mild
"00:14:20,000","00:14:22,000",عيونك بنية,عيونك بنية,Your eyes are brown,neutral,neutral
"00:14:22,000","00:14:22,000",مش كله صح,مش كله صح,Not all true,disapproval,mild
"00:14:22,000","00:14:23,000",نص نص,نص نص,Text,neutral,neutral
"00:14:23,000","00:14:24,000",نص نص؟,نص نص؟,Text text?,curiosity,mild
"00:14:24,000","00:14:24,000",نص نص,نص نص,Text,neutral,neutral
"00:14:24,000","00:14:25,000",نكتشف هلأ مع بعض,نكتشف هلأ مع بعض,We discover a bit with each other,curiosity,mild
"00:14:25,000","00:14:26,000",جريب,جريب,Getbon,neutral,neutral
"00:14:26,000","00:14:27,000",جريب,جريب,Getbon,neutral,neutral
"00:14:27,000","00:14:28,000",حلو,حلو,sweet,admiration,mild
"00:14:28,000","00:14:29,000",هاي كم تحكي كلمات وردنية,هاي كم تحكي كلمات وردنية,"Hi, how much do you tell William words",curiosity,mild
"00:14:29,000","00:14:32,000",أنا بحكي كلمات مصرية فيه كويس,أنا بحكي كلمات مصرية فيه كويس,I tell Egyptian words in it good,pride,mild
"00:14:32,000","00:14:33,000",كده كده بقى,كده كده بقى,This is how it remained,neutral,neutral
"00:14:33,000","00:14:33,000",كده كده,كده كده,That's like that,neutral,neutral
"00:14:33,000","00:14:34,000",بقولك إيه سارة,بقولك إيه سارة,"Say you, Sarah",neutral,neutral
"00:14:34,000","00:14:37,000",تفتكرين نطلع مع بعض مرة تانية؟,تفتكرين نطلع مع بعض مرة تانية؟,Do you think we look together again?,curiosity,mild
"00:14:41,000","00:14:42,000",هاي,هاي,هاي,neutral,neutral
"00:14:42,000","00:14:43,000",إزايك؟,إزايك؟,How?,confusion,mild
"00:14:43,000","00:14:44,000",إزايك؟,إزايك؟,How?,confusion,mild
"00:14:44,000","00:14:45,000",طلعت حلوة قوي,طلعت حلوة قوي,Talaat sweet strong,admiration,mild
"00:14:46,000","00:14:47,000",في الأخبار,في الأخبار,In the news,neutral,neutral
"00:14:47,000","00:14:48,000",مش كله مع بعض كتير,مش كله مع بعض كتير,مش كله مع بعض كتير,neutral,neutral
"00:14:48,000","00:14:50,000",يعني هو على الضو شوي,يعني هو على الضو شوي,"I mean, it is on the shore",neutral,neutral
"00:14:50,000","00:14:51,000",أيوة,أيوة,yeah,neutral,neutral
"00:14:51,000","00:14:52,000",بس هو أسود مع بني,بس هو أسود مع بني,But it is black with brown,neutral,neutral
"00:14:52,000","00:14:54,000",أعطتك ياس في الأخبار,أعطتك ياس في الأخبار,Yas gave you the news,neutral,neutral
"00:14:54,000","00:14:54,000",وأنا كمان,وأنا كمان,Me too,neutral,neutral
"00:14:54,000","00:14:56,000",بس إحنا شوي كانت بالبداية صعبة,بس إحنا شوي كانت بالبداية صعبة,بس إحنا شوي كانت بالبداية صعبة,annoyance,mild
"00:14:56,000","00:14:57,000",بس عشان,بس عشان,بس عشان,neutral,neutral
"00:14:57,000","00:14:58,000",بس خلاص,بس خلاص,But salvation,relief,mild
"00:14:58,000","00:15:00,000",لما خلص لجام الحجز صار الموضوع سهل,لما خلص لجام الحجز صار الموضوع سهل,"When the reservation bridle was concluded, the topic became easy",relief,mild
"00:15:00,000","00:15:01,000",طب قلت ياس ليه؟,طب قلت ياس ليه؟,Why did you say Yas?,curiosity,mild
"00:15:01,000","00:15:03,000",الموضوع صار كثير أسهل وأحلى وهيك,الموضوع صار كثير أسهل وأحلى وهيك,The topic has become much easier and sweeter,relief,mild
"00:15:03,000","00:15:04,000",فكينا,فكينا,Disagree,disapproval,mild
"00:15:04,000","00:15:05,000",وأنت طلعت حلوة بعدين,وأنت طلعت حلوة بعدين,And you came up with a sweet dimension,admiration,mild
"00:15:05,000","00:15:05,000",فكينا,فكينا,Disagree,disapproval,mild
"00:15:05,000","00:15:05,000",فانكيو,فانكيو,Vancio,neutral,neutral
"00:15:05,000","00:15:06,000",فهذا إشي كويس,فهذا إشي كويس,This is a good thing,approval,mild
"00:15:06,000","00:15:07,000",فكينا وإنت كمان,فكينا وإنت كمان,We are also violin,neutral,neutral
"00:15:07,000","00:15:09,000",فهاي ياس الأمور تمام,فهاي ياس الأمور تمام,Fahi Yas is perfect,admiration,mild
"00:15:16,000","00:15:16,000",وإنت؟,وإنت؟,And you?,curiosity,mild
"00:15:16,000","00:15:17,000",محمد,محمد,Mohammed,neutral,neutral
"00:15:17,000","00:15:17,000",محمد؟,محمد؟,Mohammed?,curiosity,mild
"00:15:17,000","00:15:19,000",بس بيحكولي صباغ يعني,بس بيحكولي صباغ يعني,"Just tell me Sabbagh, I mean",neutral,neutral
"00:15:19,000","00:15:20,000",كيف شفتي بدات؟,كيف شفتي بدات؟,How did you see?,curiosity,mild
"00:15:20,000","00:15:20,000",كان حلو,كان حلو,It was sweet,admiration,mild
"00:15:20,000","00:15:21,000",آه,آه,Oh,neutral,neutral
"00:15:21,000","00:15:22,000",بتدى صعب,بتدى صعب,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:15:22,000","00:15:23,000",بس بقى حلو,بس بقى حلو,But it remained sweet,admiration,mild
"00:15:23,000","00:15:25,000",بعدين مصري وأردني,بعدين مصري وأردني,Two Egyptian dimensions and Jordan,neutral,neutral
"00:15:25,000","00:15:26,000",آه بس تعلمت,آه بس تعلمت,"Oh, but I learned",realization,mild
"00:15:26,000","00:15:27,000",آه,آه,Oh,neutral,neutral
"00:15:27,000","00:15:28,000",هسه هسه بنشوف,هسه هسه بنشوف,"Hessa, we will see you",neutral,neutral
"00:15:28,000","00:15:30,000",آه هسه صوتك هسه كويس,آه هسه صوتك هسه كويس,"Oh, your voice is good",admiration,mild
"00:15:30,000","00:15:32,000",هاي الكلمة يعني تعتبر,هاي الكلمة يعني تعتبر,"Hi, the word means considered",neutral,neutral
"00:15:32,000","00:15:33,000",هاي بتحكي,هاي بتحكي,Vanguard,neutral,neutral
"00:15:33,000","00:15:33,000",وإنت تعلمت إيه؟,وإنت تعلمت إيه؟,And you learned what?,curiosity,mild
"00:15:33,000","00:15:34,000",كده كده,كده كده,That's like that,neutral,neutral
"00:15:34,000","00:15:35,000",والله شكله حلو قوي,والله شكله حلو قوي,God is a strong sweet shape,admiration,mild
"00:15:35,000","00:15:37,000",بعدين أنا حسيت في البداية,بعدين أنا حسيت في البداية,Then I felt at the beginning,realization,mild
"00:15:37,000","00:15:38,000",كنا كثير,كنا كثير,We were many,neutral,neutral
"00:15:38,000","00:15:40,000",ماخدين الموضوع جدي و,ماخدين الموضوع جدي و,Do you take the topic seriously and,curiosity,mild
"00:15:40,000","00:15:41,000",تحسوا كان تقديم شغل,تحسوا كان تقديم شغل,You felt was a job,confusion,mild
"00:15:46,000","00:15:47,000",ما بعرفش,ما بعرفش,I don't know,confusion,moderate
"00:15:47,000","00:15:48,000",بس أنا كنت عارف,بس أنا كنت عارف,But I knew,realization,mild
"00:15:48,000","00:15:49,000",بنتشوف ما قتلتيني إيه,بنتشوف ما قتلتيني إيه,Do not kill me eh,fear,moderate
"00:15:49,000","00:15:50,000",يلا بيني,يلا بيني,Yalla Benni,neutral,neutral
"00:15:50,000","00:15:51,000",الدريم جاي,الدريم جاي,Elderm,neutral,neutral
"00:15:51,000","00:15:52,000",قتلتيني ستة,قتلتيني ستة,You killed me six,anger,moderate
"00:15:52,000","00:15:53,000",أنا ما أعطيكي خمسة,أنا ما أعطيكي خمسة,I don't give you five,annoyance,mild
"00:15:53,000","00:15:54,000",ليه قتلتني خمسة؟,ليه قتلتني خمسة؟,Why did you kill me five?,confusion,moderate
"00:15:54,000","00:15:55,000",يعني حسيت لسه كنا,يعني حسيت لسه كنا,يعني حسيت لسه كنا,confusion,mild
"00:15:55,000","00:15:56,000",فيه تنشن,فيه تنشن,فيه تنشن,,
"00:15:56,000","00:15:57,000",آه فيه تنشن فبلش تخف,آه فيه تنشن فبلش تخف,آه فيه تنشن فبلش تخف,relief,mild
"00:15:57,000","00:15:59,000",هلأ بتشوفي الألقام نيحة بتصير,هلأ بتشوفي الألقام نيحة بتصير,"Do you see the routers, Nahiha, to become",confusion,moderate
"00:15:59,000","00:16:01,000",بس المال أنا بس قتلتك إيه؟,بس المال أنا بس قتلتك إيه؟,"But money, I just killed you?",confusion,moderate
"00:16:01,000","00:16:02,000",قلب وفلور,قلب وفلور,The Heart of Waver,neutral,neutral
"00:16:02,000","00:16:04,000",أنا قتلتك عشرة وفلور,أنا قتلتك عشرة وفلور,I killed you ten and Flore,anger,moderate
"00:16:04,000","00:16:05,000",أوكي نايس,أوكي نايس,Occi Nice,neutral,neutral
"00:16:05,000","00:16:05,000",يعني جريبين من بعض,يعني جريبين من بعض,"I mean, Gripin from some",confusion,mild
"00:16:05,000","00:16:06,000",فرنو,فرنو,Frano,neutral,neutral
"00:16:06,000","00:16:08,000",طيب بس بقى في الليفستايل؟,طيب بس بقى في الليفستايل؟,طيب بس بقى في الليفستايل؟,curiosity,mild
"00:16:08,000","00:16:08,000",آه,آه,Oh,neutral,neutral
"00:16:08,000","00:16:09,000",عشان نشبه بعض يعني طلعنا,عشان نشبه بعض يعني طلعنا,عشان نشبه بعض يعني طلعنا,realization,mild
"00:16:09,000","00:16:10,000",فعلاً؟,فعلاً؟,actually?,curiosity,mild
"00:16:10,000","00:16:10,000",آه,آه,Oh,neutral,neutral
"00:16:10,000","00:16:11,000",فكويس يعني,فكويس يعني,Voyex means,confusion,mild
"00:16:11,000","00:16:13,000",طلعنا كثير نشبه بعض وجريبين,طلعنا كثير نشبه بعض وجريبين,We got a lot like some and grapes,confusion,mild
"00:16:13,000","00:16:14,000",أنا حبيت صراحة,أنا حبيت صراحة,I loved frankly,love,moderate
"00:16:14,000","00:16:14,000",وأنا كمان,وأنا كمان,Me too,love,mild
"00:16:14,000","00:16:15,000",أنت حبيتي تديت؟,أنت حبيتي تديت؟,Did you love you?,curiosity,mild
"00:16:15,000","00:16:16,000",آه قوي بسطت,آه قوي بسطت,"Oh, strong",admiration,mild
"00:16:16,000","00:16:18,000",هنطلع مع بعض مرة تانية؟,هنطلع مع بعض مرة تانية؟,We are looking together again?,curiosity,mild
"00:16:18,000","00:16:19,000",في الأردن ولا في مصر؟,في الأردن ولا في مصر؟,In Jordan or in Egypt?,curiosity,mild
"00:16:19,000","00:16:20,000",اثنين,اثنين,two,neutral,neutral
"00:16:20,000","00:16:20,000",أوكي,أوكي,okay,neutral,neutral
"00:16:20,000","00:16:22,000",ما تنسوش تعملوا لايك للفيديو ده,ما تنسوش تعملوا لايك للفيديو ده,You don't forget to do this video,neutral,neutral
"00:16:22,000","00:16:23,000",وفولوه بإنستيركل على فيسبوك,وفولوه بإنستيركل على فيسبوك,And Voloh in Instalkel on Facebook,neutral,neutral
"00:16:23,000","00:16:24,000",وإنستجرام,وإنستجرام,Ventjaram,neutral,neutral
"00:16:24,000","00:16:25,000",وتيك توك وتويتر,وتيك توك وتويتر,Tik Talk and Twitter,neutral,neutral
"00:16:25,000","00:16:26,000",ومسبسكرايب على يوتيوب,ومسبسكرايب على يوتيوب,And Mubasreb on YouTube,neutral,neutral
"00:16:26,000","00:16:28,000",لو عايزين تيجوا في دا بلاين ديت شو,لو عايزين تيجوا في دا بلاين ديت شو,If you want to Tigua in Da Det Det Shu,confusion,mild
"00:16:28,000","00:16:29,000",اعملوا شير للفيديو ده,اعملوا شير للفيديو ده,اعملوا شير للفيديو ده,neutral,neutral
"00:16:29,000","00:16:31,000",والتاج لثلاثة من صحابكم في الكومنتز,والتاج لثلاثة من صحابكم في الكومنتز,And the crown of three of your companions in the Community,neutral,neutral
"00:16:32,000","00:16:32,000",طيب قولك إيه؟,طيب قولك إيه؟,"Ok, what do you say?",curiosity,mild
"00:16:32,000","00:16:33,000",همم,همم,Hmmm,neutral,neutral
"00:16:33,000","00:16:34,000",بتيجي على الأردن,بتيجي على الأردن,Betji on Jordan,neutral,neutral
"00:16:34,000","00:16:36,000",هتقعديني فين في الأردن؟,هتقعديني فين في الأردن؟,Where will you sit in Jordan?,curiosity,mild
"00:16:36,000","00:16:37,000",في الأردن فيها حاجات كثير حلوة,في الأردن فيها حاجات كثير حلوة,"In Jordan, there are many sweet needs",optimism,mild
"00:16:37,000","00:16:39,000",زي إيه؟,زي إيه؟,What?,confusion,mild
"00:16:39,000","00:16:40,000",يعني فيها عنا البترة,يعني فيها عنا البترة,"I mean, in it, the buttock",confusion,mild
"00:16:40,000","00:16:41,000",فيها عنا الأحلمية,فيها عنا الأحلمية,"In it, the dream about us",curiosity,mild
"00:16:41,000","00:16:42,000",أنت تعالي والموضوع سهل,أنت تعالي والموضوع سهل,You come and the topic is easy,optimism,mild
"00:16:44,000","00:16:44,000",حلو,حلو,sweet,neutral,neutral
"00:16:44,000","00:16:45,000",تفكر في الموضوع؟,تفكر في الموضوع؟,Think about the topic?,curiosity,mild
"00:16:45,000","00:16:46,000",ما تخليك في مصر؟,ما تخليك في مصر؟,What do you leave in Egypt?,curiosity,mild
"00:16:46,000","00:16:47,000",في مصر ليه؟,في مصر ليه؟,Why?,curiosity,mild
"00:16:55,000","00:16:57,000",ترجمة نانسي قنقر,ترجمة نانسي قنقر,Translated,neutral,neutral
